"","X","ID_SOCIETE","NOM_SOCIETE","TYPE_SOC","FUSION","FAILLITE","CREATION","ID_CA","ID_BRANCHE","ANNEE","Ch_Aff","NOM_BRANCHE","PRESTATION"
"1",1,"S1","SAFA","NON VIE","non","oui",1995,"CA1","B1",2003,"263442492","ACCIDENTS CORPORELS",2529580
"2",1,"S1","SAFA","NON VIE","non","oui",1995,"CA2","B1",2004,"72631328","ACCIDENTS CORPORELS",0
"3",1,"S1","SAFA","NON VIE","non","oui",1995,"CA3","B1",2005,"234281956","ACCIDENTS CORPORELS",33422148
"4",1,"S1","SAFA","NON VIE","non","oui",1995,"CA4","B1",2006,"313178395","ACCIDENTS CORPORELS",71587160
"5",1,"S1","SAFA","NON VIE","non","oui",1995,"CA5","B1",2007,"343940571","ACCIDENTS CORPORELS",-26678655
"6",1,"S1","SAFA","NON VIE","non","oui",1995,"CA6","B1",2008,"662467181","ACCIDENTS CORPORELS",662467181
"7",1,"S1","SAFA","NON VIE","non","oui",1995,"CA7","B1",2009,"359994723","ACCIDENTS CORPORELS",159026662
"8",1,"S1","SAFA","NON VIE","non","oui",1995,"CA8","B1",2010,"413881076","ACCIDENTS CORPORELS",175946607
"9",1,"S1","SAFA","NON VIE","non","oui",1995,"CA9","B1",2011,"184393536","ACCIDENTS CORPORELS",146477972
"10",1,"S1","SAFA","NON VIE","non","oui",1995,"CA10","B1",2012,"402973411","ACCIDENTS CORPORELS",NA
"11",1,"S1","SAFA","NON VIE","non","oui",1995,"CA11","B1",2013,"397911196","ACCIDENTS CORPORELS",NA
"12",1,"S1","SAFA","NON VIE","non","oui",1995,"CA12","B1",2014,"-769696807","ACCIDENTS CORPORELS",NA
"13",1,"S1","SAFA","NON VIE","non","oui",1995,"CA13","B1",2015,"575125522","ACCIDENTS CORPORELS",NA
"14",1,"S1","SAFA","NON VIE","non","oui",1995,"CA14","B1",2016,"697815112","ACCIDENTS CORPORELS",NA
"15",1,"S1","SAFA","NON VIE","non","oui",1995,"CA18","B2",2003,"2915641799","AUTOMOBILE",NA
"16",1,"S1","SAFA","NON VIE","non","oui",1995,"CA19","B2",2004,"2959230076","AUTOMOBILE",NA
"17",1,"S1","SAFA","NON VIE","non","oui",1995,"CA20","B2",2005,"2121306113","AUTOMOBILE",NA
"18",1,"S1","SAFA","NON VIE","non","oui",1995,"CA21","B2",2006,"1917308891","AUTOMOBILE",NA
"19",1,"S1","SAFA","NON VIE","non","oui",1995,"CA22","B2",2007,"1768372981","AUTOMOBILE",-92546893
"20",1,"S1","SAFA","NON VIE","non","oui",1995,"CA23","B2",2008,"1640513477","AUTOMOBILE",1640513477
"21",1,"S1","SAFA","NON VIE","non","oui",1995,"CA24","B2",2009,"1905621348","AUTOMOBILE",NA
"22",1,"S1","SAFA","NON VIE","non","oui",1995,"CA25","B2",2010,"1747093870","AUTOMOBILE",NA
"23",1,"S1","SAFA","NON VIE","non","oui",1995,"CA26","B2",2011,"1552627912","AUTOMOBILE",NA
"24",1,"S1","SAFA","NON VIE","non","oui",1995,"CA27","B2",2012,"1620940646","AUTOMOBILE",NA
"25",1,"S1","SAFA","NON VIE","non","oui",1995,"CA28","B2",2013,"1625133227","AUTOMOBILE",NA
"26",1,"S1","SAFA","NON VIE","non","oui",1995,"CA29","B2",2014,"-2639371317","AUTOMOBILE",NA
"27",1,"S1","SAFA","NON VIE","non","oui",1995,"CA30","B2",2015,"1695290254","AUTOMOBILE",NA
"28",1,"S1","SAFA","NON VIE","non","oui",1995,"CA31","B2",2016,"1605508295","AUTOMOBILE",NA
"29",1,"S1","SAFA","NON VIE","non","oui",1995,"CA35","B3",2003,"27914923","INCENDIE & AD",NA
"30",1,"S1","SAFA","NON VIE","non","oui",1995,"CA36","B3",2004,"43509508","INCENDIE & AD",NA
"31",1,"S1","SAFA","NON VIE","non","oui",1995,"CA37","B3",2005,"70792237","INCENDIE & AD",-89235729
"32",1,"S1","SAFA","NON VIE","non","oui",1995,"CA38","B3",2006,"40959178","INCENDIE & AD",NA
"33",1,"S1","SAFA","NON VIE","non","oui",1995,"CA39","B3",2007,"58277916","INCENDIE & AD",-6279532
"34",1,"S1","SAFA","NON VIE","non","oui",1995,"CA40","B3",2008,"68024761","INCENDIE & AD",68024761
"35",1,"S1","SAFA","NON VIE","non","oui",1995,"CA41","B3",2009,"42050410","INCENDIE & AD",NA
"36",1,"S1","SAFA","NON VIE","non","oui",1995,"CA42","B3",2010,"50538506","INCENDIE & AD",NA
"37",1,"S1","SAFA","NON VIE","non","oui",1995,"CA43","B3",2011,"46265735","INCENDIE & AD",-2823773
"38",1,"S1","SAFA","NON VIE","non","oui",1995,"CA44","B3",2012,"176204674","INCENDIE & AD",NA
"39",1,"S1","SAFA","NON VIE","non","oui",1995,"CA45","B3",2013,"249049288","INCENDIE & AD",NA
"40",1,"S1","SAFA","NON VIE","non","oui",1995,"CA46","B3",2014,"-164045978","INCENDIE & AD",NA
"41",1,"S1","SAFA","NON VIE","non","oui",1995,"CA47","B3",2015,"113062852","INCENDIE & AD",NA
"42",1,"S1","SAFA","NON VIE","non","oui",1995,"CA48","B3",2016,"244080450","INCENDIE & AD",NA
"43",1,"S1","SAFA","NON VIE","non","oui",1995,"CA52","B4",2003,"32208830","RESPONSABILITE CIVILE GENERALE",NA
"44",1,"S1","SAFA","NON VIE","non","oui",1995,"CA53","B4",2004,"33512464","RESPONSABILITE CIVILE GENERALE",0
"45",1,"S1","SAFA","NON VIE","non","oui",1995,"CA54","B4",2005,"33194244","RESPONSABILITE CIVILE GENERALE",NA
"46",1,"S1","SAFA","NON VIE","non","oui",1995,"CA55","B4",2006,"44154997","RESPONSABILITE CIVILE GENERALE",NA
"47",1,"S1","SAFA","NON VIE","non","oui",1995,"CA56","B4",2007,"33497115","RESPONSABILITE CIVILE GENERALE",-614384
"48",1,"S1","SAFA","NON VIE","non","oui",1995,"CA57","B4",2008,"35347996","RESPONSABILITE CIVILE GENERALE",35347996
"49",1,"S1","SAFA","NON VIE","non","oui",1995,"CA58","B4",2009,"29218876","RESPONSABILITE CIVILE GENERALE",NA
"50",1,"S1","SAFA","NON VIE","non","oui",1995,"CA59","B4",2010,"33885597","RESPONSABILITE CIVILE GENERALE",NA
"51",1,"S1","SAFA","NON VIE","non","oui",1995,"CA60","B4",2011,"33489024","RESPONSABILITE CIVILE GENERALE",NA
"52",1,"S1","SAFA","NON VIE","non","oui",1995,"CA61","B4",2012,"98579317","RESPONSABILITE CIVILE GENERALE",-1224300
"53",1,"S1","SAFA","NON VIE","non","oui",1995,"CA62","B4",2013,"96912573","RESPONSABILITE CIVILE GENERALE",NA
"54",1,"S1","SAFA","NON VIE","non","oui",1995,"CA63","B4",2014,"-172185690","RESPONSABILITE CIVILE GENERALE",NA
"55",1,"S1","SAFA","NON VIE","non","oui",1995,"CA64","B4",2015,"113669868","RESPONSABILITE CIVILE GENERALE",NA
"56",1,"S1","SAFA","NON VIE","non","oui",1995,"CA65","B4",2016,"176233177","RESPONSABILITE CIVILE GENERALE",NA
"57",1,"S1","SAFA","NON VIE","non","oui",1995,"CA69","B5",1996,"27693000","TRANSPORTS",0
"58",1,"S1","SAFA","NON VIE","non","oui",1995,"CA70","B5",1997,"30692000","TRANSPORTS",0
"59",1,"S1","SAFA","NON VIE","non","oui",1995,"CA71","B5",1998,"7683000","TRANSPORTS",0
"60",1,"S1","SAFA","NON VIE","non","oui",1995,"CA72","B5",1999,"6733000","TRANSPORTS",0
"61",1,"S1","SAFA","NON VIE","non","oui",1995,"CA73","B5",2000,"35321000","TRANSPORTS",0
"62",1,"S1","SAFA","NON VIE","non","oui",1995,"CA74","B5",2001,"24029000","TRANSPORTS",0
"63",1,"S1","SAFA","NON VIE","non","oui",1995,"CA75","B5",2002,"21508000","TRANSPORTS",0
"64",1,"S1","SAFA","NON VIE","non","oui",1995,"CA76","B5",2003,"25381790","TRANSPORTS",NA
"65",1,"S1","SAFA","NON VIE","non","oui",1995,"CA77","B5",2004,"16475462","TRANSPORTS",19307617
"66",1,"S1","SAFA","NON VIE","non","oui",1995,"CA78","B5",2005,"7342286","TRANSPORTS",17119230
"67",1,"S1","SAFA","NON VIE","non","oui",1995,"CA79","B5",2006,"12468230","TRANSPORTS",13382244
"68",1,"S1","SAFA","NON VIE","non","oui",1995,"CA80","B5",2007,"28598116","TRANSPORTS",-4107876
"69",1,"S1","SAFA","NON VIE","non","oui",1995,"CA81","B5",2008,"7306341","TRANSPORTS",7306341
"70",1,"S1","SAFA","NON VIE","non","oui",1995,"CA82","B5",2009,"25296562","TRANSPORTS",NA
"71",1,"S1","SAFA","NON VIE","non","oui",1995,"CA83","B5",2010,"13827001","TRANSPORTS",NA
"72",1,"S1","SAFA","NON VIE","non","oui",1995,"CA84","B5",2011,"16317374","TRANSPORTS",NA
"73",1,"S1","SAFA","NON VIE","non","oui",1995,"CA85","B5",2012,"63336511","TRANSPORTS",NA
"74",1,"S1","SAFA","NON VIE","non","oui",1995,"CA86","B5",2013,"53936792","TRANSPORTS",NA
"75",1,"S1","SAFA","NON VIE","non","oui",1995,"CA87","B5",2014,"-75239885","TRANSPORTS",NA
"76",1,"S1","SAFA","NON VIE","non","oui",1995,"CA88","B5",2015,"18916997","TRANSPORTS",NA
"77",1,"S1","SAFA","NON VIE","non","oui",1995,"CA89","B5",2016,"94333322","TRANSPORTS",NA
"78",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA15","B1",2017,"784190568","ACCIDENTS CORPORELS",NA
"79",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA16","B1",2018,"796119734","ACCIDENTS CORPORELS",NA
"80",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA17","B1",2019,"843113862","ACCIDENTS CORPORELS",NA
"81",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA32","B2",2017,"1966938150","AUTOMOBILE",NA
"82",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA33","B2",2018,"2537122920","AUTOMOBILE",NA
"83",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA34","B2",2019,"2462759103","AUTOMOBILE",NA
"84",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA49","B3",2017,"519860877","INCENDIE & AD",NA
"85",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA50","B3",2018,"650335772","INCENDIE & AD",NA
"86",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA51","B3",2019,"907405287","INCENDIE & AD",NA
"87",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA66","B4",2017,"193301439","RESPONSABILITE CIVILE GENERALE",NA
"88",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA67","B4",2018,"326938373","RESPONSABILITE CIVILE GENERALE",NA
"89",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA68","B4",2019,"384740721","RESPONSABILITE CIVILE GENERALE",NA
"90",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA90","B5",2017,"178783825","TRANSPORTS",NA
"91",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA91","B5",2018,"123418465","TRANSPORTS",NA
"92",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA92","B5",2019,"509563929","TRANSPORTS",NA
"93",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA383","B1",2007,"1033469244","ACCIDENTS CORPORELS",NA
"94",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA384","B1",2008,"988295311","ACCIDENTS CORPORELS",764229492
"95",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA385","B1",2009,"1546659782","ACCIDENTS CORPORELS",NA
"96",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA386","B1",2010,"1868141433","ACCIDENTS CORPORELS",NA
"97",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA387","B1",2011,"1759307398","ACCIDENTS CORPORELS",NA
"98",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA388","B1",2012,"951769407","ACCIDENTS CORPORELS",NA
"99",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA389","B1",2013,"1442645083","ACCIDENTS CORPORELS",NA
"100",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA390","B1",2014,"2212538904","ACCIDENTS CORPORELS",NA
"101",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA391","B1",2015,"2863429353","ACCIDENTS CORPORELS",NA
"102",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA392","B1",2016,"3426717782","ACCIDENTS CORPORELS",NA
"103",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA393","B1",2017,"3908912873","ACCIDENTS CORPORELS",NA
"104",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA394","B1",2018,"4346615023","ACCIDENTS CORPORELS",NA
"105",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA395","B1",2019,"5668577766","ACCIDENTS CORPORELS",NA
"106",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA396","B2",2007,"853465549","AUTOMOBILE",NA
"107",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA397","B2",2008,"1194555769","AUTOMOBILE",354422239
"108",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA398","B2",2009,"1158726304","AUTOMOBILE",NA
"109",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA399","B2",2010,"2481235486","AUTOMOBILE",NA
"110",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA400","B2",2011,"1943636308","AUTOMOBILE",NA
"111",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA401","B2",2012,"1561888887","AUTOMOBILE",NA
"112",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA402","B2",2013,"2066019955","AUTOMOBILE",NA
"113",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA403","B2",2014,"2684521256","AUTOMOBILE",NA
"114",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA404","B2",2015,"3628002138","AUTOMOBILE",NA
"115",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA405","B2",2016,"4477489489","AUTOMOBILE",NA
"116",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA406","B2",2017,"4819702994","AUTOMOBILE",NA
"117",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA407","B2",2018,"5325012480","AUTOMOBILE",NA
"118",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA408","B2",2019,"5684128616","AUTOMOBILE",NA
"119",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA409","B3",2007,"145638489","INCENDIE & AD",-1026110
"120",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA410","B3",2008,"202839756","INCENDIE & AD",48229904
"121",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA411","B3",2009,"321581343","INCENDIE & AD",NA
"122",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA412","B3",2010,"389104803","INCENDIE & AD",NA
"123",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA413","B3",2011,"343414405","INCENDIE & AD",NA
"124",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA414","B3",2012,"175176000","INCENDIE & AD",NA
"125",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA415","B3",2013,"291410592","INCENDIE & AD",NA
"126",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA416","B3",2014,"787617870","INCENDIE & AD",NA
"127",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA417","B3",2015,"1166682735","INCENDIE & AD",NA
"128",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA418","B3",2016,"1286039398","INCENDIE & AD",NA
"129",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA419","B3",2017,"1462772539","INCENDIE & AD",NA
"130",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA420","B3",2018,"1602478543","INCENDIE & AD",NA
"131",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA421","B3",2019,"1834517786","INCENDIE & AD",NA
"132",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA422","B4",2007,"29932062","RESPONSABILITE CIVILE GENERALE",-2903543
"133",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA423","B4",2008,"38443652","RESPONSABILITE CIVILE GENERALE",751041
"134",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA424","B4",2009,"124945069","RESPONSABILITE CIVILE GENERALE",NA
"135",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA425","B4",2010,"102409739","RESPONSABILITE CIVILE GENERALE",NA
"136",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA426","B4",2011,"104703080","RESPONSABILITE CIVILE GENERALE",NA
"137",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA427","B4",2012,"70237966","RESPONSABILITE CIVILE GENERALE",NA
"138",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA428","B4",2013,"149830025","RESPONSABILITE CIVILE GENERALE",NA
"139",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA429","B4",2014,"236102120","RESPONSABILITE CIVILE GENERALE",NA
"140",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA430","B4",2015,"285975096","RESPONSABILITE CIVILE GENERALE",NA
"141",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA431","B4",2016,"309126574","RESPONSABILITE CIVILE GENERALE",NA
"142",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA432","B4",2017,"423584281","RESPONSABILITE CIVILE GENERALE",NA
"143",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA433","B4",2018,"437080315","RESPONSABILITE CIVILE GENERALE",NA
"144",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA434","B4",2019,"581117211","RESPONSABILITE CIVILE GENERALE",NA
"145",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA453","B5",2005,"3172000","TRANSPORTS",0
"146",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA454","B5",2006,"59724555","TRANSPORTS",0
"147",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA455","B5",2007,"1029036100","TRANSPORTS",NA
"148",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA456","B5",2008,"793514759","TRANSPORTS",751041
"149",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA457","B5",2009,"14892692","TRANSPORTS",6047495
"150",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA458","B5",2010,"881065624","TRANSPORTS",NA
"151",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA459","B5",2011,"-363333963","TRANSPORTS",NA
"152",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA460","B5",2012,"97036272","TRANSPORTS",NA
"153",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA461","B5",2013,"277502516","TRANSPORTS",NA
"154",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA462","B5",2014,"162694729","TRANSPORTS",NA
"155",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA463","B5",2015,"302492390","TRANSPORTS",NA
"156",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA464","B5",2016,"421756970","TRANSPORTS",NA
"157",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA465","B5",2017,"570790180","TRANSPORTS",NA
"158",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA466","B5",2018,"797299298","TRANSPORTS",NA
"159",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA467","B5",2019,"978765871","TRANSPORTS",NA
"160",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA468","B6",2007,"49298160","AUTRES RISQUES DIVERS",NA
"161",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA469","B6",2009,"48339234","AUTRES RISQUES DIVERS",0
"162",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA470","B6",2011,"82282073","AUTRES RISQUES DIVERS",0
"163",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA471","B6",2012,"28812108","AUTRES RISQUES DIVERS",NA
"164",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA472","B6",2013,"69877086","AUTRES RISQUES DIVERS",NA
"165",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA473","B6",2016,"228984462","AUTRES RISQUES DIVERS",NA
"166",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA474","B6",2017,"265461537","AUTRES RISQUES DIVERS",NA
"167",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA475","B6",2018,"506420707","AUTRES RISQUES DIVERS",NA
"168",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA476","B6",2019,"372252779","AUTRES RISQUES DIVERS",NA
"169",14,"S11","MACI","NON VIE","non","non",1956,"CA435","B5",1987,"877064576","TRANSPORTS",0
"170",14,"S11","MACI","NON VIE","non","non",1956,"CA436","B5",1988,"731154927","TRANSPORTS",0
"171",14,"S11","MACI","NON VIE","non","non",1956,"CA437","B5",1989,"851049141","TRANSPORTS",0
"172",14,"S11","MACI","NON VIE","non","non",1956,"CA438","B5",1990,"542946995","TRANSPORTS",0
"173",14,"S11","MACI","NON VIE","non","non",1956,"CA439","B5",1991,"474429135","TRANSPORTS",0
"174",14,"S11","MACI","NON VIE","non","non",1956,"CA440","B5",1992,"660537913","TRANSPORTS",0
"175",14,"S11","MACI","NON VIE","non","non",1956,"CA441","B5",1993,"532897500","TRANSPORTS",0
"176",14,"S11","MACI","NON VIE","non","non",1956,"CA442","B5",1994,"1083000000","TRANSPORTS",0
"177",14,"S11","MACI","NON VIE","non","non",1956,"CA443","B5",1995,"1310087000","TRANSPORTS",0
"178",14,"S11","MACI","NON VIE","non","non",1956,"CA444","B5",1996,"981336000","TRANSPORTS",0
"179",14,"S11","MACI","NON VIE","non","non",1956,"CA445","B5",1997,"410406000","TRANSPORTS",0
"180",14,"S11","MACI","NON VIE","non","non",1956,"CA446","B5",1998,"289373000","TRANSPORTS",0
"181",14,"S11","MACI","NON VIE","non","non",1956,"CA447","B5",1999,"39175000","TRANSPORTS",0
"182",14,"S11","MACI","NON VIE","non","non",1956,"CA448","B5",2000,"12853308","TRANSPORTS",0
"183",14,"S11","MACI","NON VIE","non","non",1956,"CA449","B5",2001,"4993116","TRANSPORTS",0
"184",14,"S11","MACI","NON VIE","non","non",1956,"CA450","B5",2002,"51044890","TRANSPORTS",0
"185",14,"S11","MACI","NON VIE","non","non",1956,"CA451","B5",2003,"15575893","TRANSPORTS",0
"186",14,"S11","MACI","NON VIE","non","non",1956,"CA452","B5",2004,"-183060","TRANSPORTS",0
"187",8,"S7","AGF SAFFARIV VIE","VIE","non","oui",1976,"CA131","B7",2003,"6227000000","VIE",6.227e+09
"188",8,"S7","AGF SAFFARIV VIE","VIE","non","oui",1976,"CA132","B7",2004,"7009137790","VIE",4811570223
"189",8,"S7","AGF SAFFARIV VIE","VIE","non","oui",1976,"CA133","B7",2005,"6164693282","VIE",0
"190",8,"S7","AGF SAFFARIV VIE","VIE","non","oui",1976,"CA134","B7",2006,"6075623242","VIE",0
"191",8,"S7","AGF SAFFARIV VIE","VIE","non","oui",1976,"CA135","B7",2007,"7380685183","VIE",0
"192",8,"S7","AGF SAFFARIV VIE","VIE","non","oui",1976,"CA136","B7",2008,"8708852350","VIE",8708852350
"193",9,"S7","ALLIANZ VIE, ex SAFFARIV VIE","VIE","non","non",2009,"CA137","B7",2009,"9317173672","VIE",9317173672
"194",9,"S7","ALLIANZ VIE, ex SAFFARIV VIE","VIE","non","non",2009,"CA138","B7",2010,"12371192076","VIE",12371192076
"195",9,"S7","ALLIANZ VIE, ex SAFFARIV VIE","VIE","non","non",2009,"CA139","B7",2011,"11891529197","VIE",11891529197
"196",9,"S7","ALLIANZ VIE, ex SAFFARIV VIE","VIE","non","non",2009,"CA140","B7",2012,"13026436416","VIE",13026436416
"197",9,"S7","ALLIANZ VIE, ex SAFFARIV VIE","VIE","non","non",2009,"CA141","B7",2013,"14550520015","VIE",10828675244
"198",9,"S7","ALLIANZ VIE, ex SAFFARIV VIE","VIE","non","non",2009,"CA142","B7",2014,"10828675244","VIE",NA
"199",9,"S7","ALLIANZ VIE, ex SAFFARIV VIE","VIE","non","non",2009,"CA143","B7",2015,"17114460810","VIE",NA
"200",9,"S7","ALLIANZ VIE, ex SAFFARIV VIE","VIE","non","non",2009,"CA144","B7",2016,"18725340837","VIE",NA
"201",9,"S7","ALLIANZ VIE, ex SAFFARIV VIE","VIE","non","non",2009,"CA145","B7",2017,"20 857 324 960","VIE",23420102059
"202",9,"S7","ALLIANZ VIE, ex SAFFARIV VIE","VIE","non","non",2009,"CA146","B7",2018,"23420102059","VIE",26542867186
"203",9,"S7","ALLIANZ VIE, ex SAFFARIV VIE","VIE","non","non",2009,"CA147","B7",2019,"26542867186","VIE",0
"204",15,"S12","STAMVIE ","VIE","non","oui",1970,"CA477","B7",2003,"2252936512","VIE",330844826
"205",15,"S12","STAMVIE ","VIE","non","oui",1970,"CA478","B7",2004,"1392647045","VIE",410216552
"206",15,"S12","STAMVIE ","VIE","non","oui",1970,"CA479","B7",2005,"1641891596","VIE",344984195
"207",16,"S12","AMC STAMVIE, ex STAMVIE ","VIE","non","oui",2006,"CA480","B7",2006,"1961547279","VIE",763651937
"208",16,"S12","AMC STAMVIE, ex STAMVIE ","VIE","non","oui",2006,"CA481","B7",2007,"2106519685","VIE",664358082
"209",16,"S12","AMC STAMVIE, ex STAMVIE ","VIE","non","oui",2006,"CA482","B7",2008,"2673235445","VIE",953517353
"210",16,"S12","AMC STAMVIE, ex STAMVIE ","VIE","non","oui",2006,"CA483","B7",2009,"2534673533","VIE",1326925303
"211",16,"S12","AMC STAMVIE, ex STAMVIE ","VIE","non","oui",2006,"CA484","B7",2010,"1537326979","VIE",1629331122
"212",16,"S12","AMC STAMVIE, ex STAMVIE ","VIE","non","oui",2006,"CA485","B7",2011,"1307645408","VIE",1866201016
"213",16,"S12","AMC STAMVIE, ex STAMVIE ","VIE","non","oui",2006,"CA486","B7",2012,"1602240214","VIE",2427862236
"214",16,"S12","AMC STAMVIE, ex STAMVIE ","VIE","non","oui",2006,"CA487","B7",2013,"2364992975","VIE",2642386182
"215",17,"S12","ATLANTIQUE VIE, ex AMC STAMVIE","VIE","oui","non",2014,"CA488","B7",2014,"2 635 134 242","VIE",NA
"216",17,"S12","ATLANTIQUE VIE, ex AMC STAMVIE","VIE","oui","non",2014,"CA489","B7",2015,"3 215 215 485","VIE",NA
